Customer ID,Age,Gender,Item Purchased,Category,"Purchase 
Amount (USD)",Location,Size,Color,Season,"Review 
Rating","Subscription 
Status","Payment 
Method","Shipping 
Type","Discount 
Applied","Promo Code
 Used","Previous
 Purchases","Preferred Payment
 Method","Frequency of
 Purchases","Previous Purchased 
Amount (USD)","Average 
Order Value (USD)","Total Sales 
Revenue Per Customer (USD)",Time spend on website  Minutes, clicks ,total number of impressions,Click-through rate (CTR),Website Traffic,"Conversion
 Rate %"
121,64,Male,Hat,Accessories,$84.00,West Virginia,L,Red,Summer,4,Yes,PayPal,Express,Yes,Yes,32,Bank Transfer,Annually,$469.00,$16.76,$553.00,30,2,289,0.69%,50,4.00%
122,19,Male,Shorts,Clothing,$72.00,Virginia,M,Olive,Winter,4.2,Yes,Cash,Standard,Yes,Yes,11,Cash,Fortnightly,$393.00,$38.75,$465.00,37,0,199,0.00%,67,0.00%
123,40,Male,Backpack,Accessories,$40.00,Washington,L,Brown,Spring,4.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,44,Cash,Fortnightly,$212.00,$5.60,$252.00,13,2,240,0.83%,117,1.71%
124,57,Male,Sweater,Clothing,$89.00,Louisiana,L,Brown,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,46,Cash,Weekly,$447.00,$11.40,$536.00,92,2,194,1.03%,161,1.24%
125,44,Male,Sweater,Clothing,$86.00,Nevada,M,Gray,Spring,3.1,Yes,PayPal,Next Day Air,Yes,Yes,50,PayPal,Annually,$532.00,$12.12,$618.00,92,0,270,0.00%,124,0.00%
126,49,Male,Shorts,Clothing,$54.00,California,M,Indigo,Winter,3.6,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,$516.00,$12.39,$570.00,93,1,264,0.38%,147,0.68%
127,43,Male,Shorts,Clothing,$36.00,Mississippi,L,Pink,Spring,3.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,$69.00,$2.14,$105.00,99,1,201,0.50%,114,0.88%
128,24,Male,Sweater,Clothing,$89.00,Mississippi,M,Gray,Winter,4.8,Yes,Venmo,Next Day Air,Yes,Yes,26,Credit Card,Weekly,$578.00,$24.70,$667.00,52,2,286,0.70%,54,3.70%
129,20,Male,Scarf,Accessories,$32.00,California,M,Gold,Spring,4.7,Yes,Venmo,Standard,Yes,Yes,21,Credit Card,Fortnightly,$412.00,$20.18,$444.00,72,2,187,1.07%,163,1.23%
130,24,Male,Dress,Clothing,$67.00,Pennsylvania,XL,Olive,Summer,4.2,Yes,Cash,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,$478.00,$10.90,$545.00,53,2,310,0.65%,91,2.20%
131,44,Male,Scarf,Accessories,$39.00,Kentucky,L,Violet,Fall,3.7,Yes,Credit Card,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,$430.00,$33.50,$469.00,34,2,177,1.13%,21,9.52%
132,28,Male,Skirt,Clothing,$29.00,Maine,L,Indigo,Summer,3.9,Yes,PayPal,Standard,Yes,Yes,46,Credit Card,Weekly,$537.00,$12.04,$566.00,98,2,156,1.28%,160,1.25%
133,30,Male,Backpack,Accessories,$58.00,New Mexico,M,Orange,Fall,4.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,$258.00,$7.35,$316.00,91,0,335,0.00%,198,0.00%
134,52,Male,Sweater,Clothing,$65.00,Montana,M,Violet,Winter,2.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Venmo,Annually,$132.00,$7.58,$197.00,34,2,265,0.75%,63,3.17%
135,43,Male,Hat,Accessories,$94.00,Texas,L,Gray,Fall,4.9,Yes,Credit Card,Store Pickup,Yes,Yes,25,Cash,Monthly,$36.00,$5.00,$130.00,19,0,226,0.00%,184,0.00%
136,43,Male,Sandals,Footwear,$81.00,Kansas,M,Purple,Fall,4.1,Yes,PayPal,Express,Yes,Yes,12,PayPal,Quarterly,$279.00,$27.69,$360.00,57,2,214,0.93%,65,3.08%
137,39,Male,Blouse,Clothing,$86.00,South Carolina,M,White,Winter,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,$520.00,$121.20,$606.00,62,0,342,0.00%,175,0.00%
138,68,Male,Sneakers,Footwear,$43.00,Colorado,M,Turquoise,Spring,4.7,Yes,Cash,Free Shipping,Yes,Yes,38,PayPal,Weekly,$543.00,$15.03,$586.00,28,2,201,1.00%,163,1.23%
139,68,Male,Skirt,Clothing,$29.00,Georgia,M,Maroon,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,$402.00,$10.02,$431.00,60,0,300,0.00%,54,0.00%
140,49,Male,Coat,Outerwear,$95.00,Florida,M,White,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,30,Venmo,Annually,$311.00,$13.10,$406.00,70,1,288,0.35%,192,0.52%
141,63,Male,Shirt,Clothing,$28.00,North Carolina,L,Yellow,Fall,3.9,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,$396.00,$8.31,$424.00,88,0,249,0.00%,16,0.00%
142,56,Male,Gloves,Accessories,$46.00,Virginia,M,Turquoise,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,45,PayPal,Weekly,$163.00,$4.54,$209.00,64,0,174,0.00%,153,0.00%
143,37,Male,Jacket,Outerwear,$58.00,Nebraska,L,Violet,Fall,3.1,Yes,PayPal,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,$15.00,$2.15,$73.00,60,1,259,0.39%,155,0.65%
144,30,Male,Coat,Outerwear,$48.00,Missouri,M,Beige,Fall,2.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,25,PayPal,Quarterly,$243.00,$11.19,$291.00,52,1,332,0.30%,88,1.14%
145,19,Male,Shoes,Footwear,$43.00,New Jersey,M,Silver,Fall,3.2,Yes,Credit Card,Express,Yes,Yes,25,Cash,Monthly,$53.00,$3.69,$96.00,31,0,252,0.00%,27,0.00%
146,24,Male,Jewelry,Accessories,$95.00,Missouri,M,Teal,Fall,4.5,Yes,Venmo,Standard,Yes,Yes,44,Debit Card,Quarterly,$437.00,$11.82,$532.00,62,0,290,0.00%,65,0.00%
147,52,Male,Skirt,Clothing,$30.00,Colorado,S,Black,Fall,4,Yes,Debit Card,Standard,Yes,Yes,21,Venmo,Fortnightly,$429.00,$20.86,$459.00,46,0,275,0.00%,142,0.00%
148,63,Male,Shoes,Footwear,$64.00,Idaho,M,Purple,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,$277.00,$10.66,$341.00,81,1,195,0.51%,102,0.98%
149,37,Male,Gloves,Accessories,$90.00,Wyoming,M,Gray,Fall,2.6,Yes,PayPal,Store Pickup,Yes,Yes,47,Debit Card,Annually,$307.00,$8.27,$397.00,47,2,342,0.58%,190,1.05%
150,38,Male,Pants,Clothing,$76.00,Delaware,M,White,Summer,3.2,Yes,Venmo,Free Shipping,Yes,Yes,14,PayPal,Monthly,$244.00,$21.33,$320.00,59,0,159,0.00%,152,0.00%
151,35,Male,Boots,Footwear,$96.00,California,L,Cyan,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,17,Debit Card,Every 3 Months,$324.00,$23.33,$420.00,21,0,165,0.00%,36,0.00%
152,28,Male,Sunglasses,Accessories,$47.00,North Dakota,L,Turquoise,Fall,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,3,Venmo,Annually,$479.00,$131.50,$526.00,46,0,263,0.00%,187,0.00%
153,30,Male,Shirt,Clothing,$85.00,South Carolina,S,Brown,Summer,4.3,Yes,PayPal,Express,Yes,Yes,42,Venmo,Annually,$92.00,$4.12,$177.00,30,0,249,0.00%,183,0.00%
154,69,Male,Hoodie,Clothing,$55.00,North Carolina,M,Maroon,Winter,3.2,Yes,Debit Card,Standard,Yes,Yes,22,Debit Card,Annually,$192.00,$10.74,$247.00,22,1,163,0.61%,24,4.17%
155,41,Male,Dress,Clothing,$98.00,Oklahoma,M,Charcoal,Fall,3.6,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Quarterly,$534.00,$28.73,$632.00,34,1,198,0.51%,46,2.17%
156,63,Male,Socks,Clothing,$77.00,Maine,S,Olive,Spring,4.3,Yes,Cash,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,$305.00,$17.36,$382.00,31,1,162,0.62%,88,1.14%
157,35,Male,Shorts,Clothing,$26.00,Missouri,M,Lavender,Fall,4,Yes,Venmo,Standard,Yes,Yes,40,Debit Card,Annually,$233.00,$6.32,$259.00,29,1,214,0.47%,190,0.53%
158,36,Male,Hat,Accessories,$68.00,Vermont,S,Yellow,Fall,3,Yes,Debit Card,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,$161.00,$114.50,$229.00,39,1,195,0.51%,76,1.32%
159,25,Male,Shirt,Clothing,$73.00,Connecticut,XL,Teal,Fall,4.1,Yes,Bank Transfer,Standard,Yes,Yes,50,Bank Transfer,Monthly,$68.00,$2.76,$141.00,29,2,341,0.59%,34,5.88%
160,58,Male,Gloves,Accessories,$27.00,New Hampshire,M,Charcoal,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,$178.00,$5.13,$205.00,18,2,348,0.57%,89,2.25%
161,27,Male,Gloves,Accessories,$23.00,Texas,M,Orange,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,34,Venmo,Monthly,$313.00,$9.60,$336.00,37,0,245,0.00%,151,0.00%
162,65,Male,Backpack,Accessories,$49.00,North Dakota,M,Olive,Fall,3,Yes,Venmo,Express,Yes,Yes,29,Venmo,Fortnightly,$277.00,$10.87,$326.00,23,1,189,0.53%,47,2.13%
163,54,Male,Sunglasses,Accessories,$74.00,California,M,Turquoise,Summer,3,Yes,Credit Card,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,$574.00,$20.25,$648.00,74,1,264,0.38%,147,0.68%
164,54,Male,Skirt,Clothing,$67.00,Virginia,M,Purple,Summer,3.4,Yes,PayPal,Standard,Yes,Yes,8,Debit Card,Weekly,$506.00,$63.67,$573.00,77,1,271,0.37%,150,0.67%
165,59,Male,Handbag,Accessories,$65.00,Delaware,S,Purple,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,$366.00,$71.83,$431.00,16,0,236,0.00%,186,0.00%
166,42,Male,Handbag,Accessories,$60.00,Kentucky,S,Yellow,Winter,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,7,Cash,Monthly,$339.00,$49.88,$399.00,44,0,306,0.00%,176,0.00%
167,46,Male,Sneakers,Footwear,$31.00,Delaware,XL,Indigo,Fall,4,Yes,Cash,Store Pickup,Yes,Yes,30,Cash,Monthly,$256.00,$9.26,$287.00,56,2,278,0.72%,41,4.88%
168,33,Male,Gloves,Accessories,$27.00,Arkansas,M,Green,Fall,4,Yes,Venmo,Express,Yes,Yes,14,Credit Card,Every 3 Months,$526.00,$36.87,$553.00,36,0,236,0.00%,65,0.00%
169,34,Male,Shoes,Footwear,$80.00,Louisiana,M,Magenta,Summer,3,Yes,Bank Transfer,Express,Yes,Yes,5,Cash,Fortnightly,$124.00,$34.00,$204.00,14,2,286,0.70%,45,4.44%
170,27,Male,Jacket,Outerwear,$30.00,Nevada,S,Gold,Summer,3.3,Yes,Credit Card,Standard,Yes,Yes,3,PayPal,Every 3 Months,$171.00,$50.25,$201.00,76,1,340,0.29%,21,4.76%
171,52,Male,Shirt,Clothing,$25.00,Wyoming,M,Maroon,Fall,2.6,Yes,Venmo,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,$183.00,$4.43,$208.00,75,1,349,0.29%,108,0.93%
172,29,Male,Shorts,Clothing,$35.00,Virginia,M,Blue,Summer,3.6,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Weekly,$155.00,$38.00,$190.00,31,2,278,0.72%,21,9.52%
173,54,Male,Jewelry,Accessories,$67.00,Nebraska,M,Violet,Summer,3.9,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,$106.00,$4.02,$173.00,11,1,169,0.59%,98,1.02%
174,25,Male,Hat,Accessories,$46.00,Hawaii,M,Turquoise,Fall,3.4,Yes,PayPal,Standard,Yes,Yes,30,Cash,Annually,$54.00,$3.23,$100.00,37,2,273,0.73%,87,2.30%
175,41,Male,Shoes,Footwear,$35.00,Vermont,L,Brown,Winter,3.5,Yes,Venmo,Express,Yes,Yes,37,Venmo,Annually,$81.00,$3.05,$116.00,58,0,235,0.00%,200,0.00%
176,53,Male,Coat,Outerwear,$86.00,Oklahoma,L,Violet,Fall,2.8,Yes,Debit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,$559.00,$215.00,$645.00,70,1,244,0.41%,113,0.88%
177,53,Male,Backpack,Accessories,$81.00,New Hampshire,L,Black,Spring,2.7,Yes,Bank Transfer,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,$411.00,$15.87,$492.00,51,1,316,0.32%,100,1.00%
178,21,Male,Hoodie,Clothing,$42.00,Kansas,L,Magenta,Fall,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,$294.00,$7.00,$336.00,10,0,190,0.00%,164,0.00%
179,61,Male,Skirt,Clothing,$43.00,Idaho,L,Lavender,Fall,4.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,$127.00,$7.73,$170.00,93,2,153,1.31%,135,1.48%
180,64,Male,Boots,Footwear,$31.00,Illinois,M,Violet,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,$336.00,$36.70,$367.00,46,2,273,0.73%,139,1.44%
181,51,Male,Sandals,Footwear,$81.00,South Dakota,L,Green,Fall,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,$64.00,$11.15,$145.00,38,2,166,1.20%,170,1.18%
182,32,Male,Pants,Clothing,$61.00,Massachusetts,M,Beige,Summer,4.7,Yes,Venmo,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,$556.00,$123.40,$617.00,65,1,311,0.32%,88,1.14%
183,38,Male,Gloves,Accessories,$96.00,Alabama,XL,Purple,Summer,2.8,Yes,Venmo,Store Pickup,Yes,Yes,10,Debit Card,Annually,$99.00,$17.73,$195.00,48,0,283,0.00%,52,0.00%
184,58,Male,Skirt,Clothing,$29.00,Ohio,XL,Beige,Spring,3.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,$97.00,$4.67,$126.00,28,2,165,1.21%,108,1.85%
185,32,Male,Sneakers,Footwear,$33.00,Hawaii,L,Cyan,Spring,3,Yes,Cash,Express,Yes,Yes,40,Cash,Fortnightly,$196.00,$5.59,$229.00,61,2,314,0.64%,196,1.02%
186,46,Male,T-shirt,Clothing,$32.00,Wisconsin,XL,Silver,Summer,4.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,$137.00,$4.83,$169.00,69,2,292,0.68%,194,1.03%
187,39,Male,Backpack,Accessories,$56.00,Minnesota,S,Lavender,Summer,2.9,Yes,Debit Card,Standard,Yes,Yes,31,Debit Card,Annually,$356.00,$12.88,$412.00,36,2,206,0.97%,6,33.33%
188,19,Male,Shoes,Footwear,$94.00,Georgia,S,Purple,Spring,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,$471.00,$282.50,$565.00,31,1,310,0.32%,106,0.94%
189,50,Male,Hoodie,Clothing,$53.00,Arkansas,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,$15.00,$11.33,$68.00,67,1,168,0.60%,184,0.54%
190,36,Male,Blouse,Clothing,$82.00,West Virginia,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,$373.00,$91.00,$455.00,99,1,319,0.31%,194,0.52%
191,65,Male,Coat,Outerwear,$70.00,Indiana,XL,Beige,Fall,3,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,$16.00,$1.76,$86.00,71,1,184,0.54%,21,4.76%
192,64,Male,Hat,Accessories,$76.00,Utah,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,$493.00,$18.97,$569.00,43,0,155,0.00%,148,0.00%
193,46,Male,Shoes,Footwear,$29.00,Nebraska,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,$311.00,$26.15,$340.00,19,2,150,1.33%,173,1.16%
194,36,Male,Belt,Accessories,$100.00,North Dakota,S,Silver,Fall,3,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,$81.00,$6.03,$181.00,48,1,157,0.64%,57,1.75%
195,51,Male,Backpack,Accessories,$94.00,Missouri,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,$548.00,$40.13,$642.00,74,1,239,0.42%,178,0.56%
196,51,Male,Jacket,Outerwear,$25.00,New York,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,$13.00,$1.09,$38.00,60,1,182,0.55%,132,0.76%
197,38,Male,Boots,Footwear,$88.00,Washington,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,$215.00,$7.21,$303.00,88,1,164,0.61%,112,0.89%
198,59,Male,Scarf,Accessories,$78.00,South Carolina,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,$123.00,$4.79,$201.00,52,2,281,0.71%,13,15.38%
199,57,Male,Jewelry,Accessories,$45.00,Utah,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,$258.00,$7.58,$303.00,35,2,182,1.10%,88,2.27%
200,54,Male,Hat,Accessories,$73.00,Idaho,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,$302.00,$11.36,$375.00,88,1,321,0.31%,178,0.56%
201,25,Male,Dress,Clothing,$61.00,Pennsylvania,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,$370.00,$14.37,$431.00,76,0,210,0.00%,166,0.00%
202,69,Male,Blouse,Clothing,$22.00,Missouri,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,$30.00,$3.25,$52.00,95,0,249,0.00%,83,0.00%
203,57,Male,Hat,Accessories,$38.00,Nebraska,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,$347.00,$11.32,$385.00,21,1,339,0.29%,77,1.30%
204,70,Male,Scarf,Accessories,$38.00,Indiana,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,$463.00,$26.37,$501.00,46,2,207,0.97%,178,1.12%
205,24,Male,Sneakers,Footwear,$100.00,Arizona,M,Yellow,Fall,4,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,$259.00,$9.97,$359.00,17,0,268,0.00%,106,0.00%
206,67,Male,Shirt,Clothing,$64.00,Hawaii,M,Silver,Winter,3,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,$571.00,$24.42,$635.00,82,0,268,0.00%,68,0.00%
207,24,Male,T-shirt,Clothing,$55.00,Wisconsin,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,$430.00,$69.29,$485.00,36,1,217,0.46%,89,1.12%
208,62,Male,Gloves,Accessories,$91.00,Rhode Island,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,$165.00,$14.22,$256.00,64,2,167,1.20%,183,1.09%
209,57,Male,Skirt,Clothing,$38.00,Wisconsin,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,$315.00,$19.61,$353.00,32,2,165,1.21%,195,1.03%
210,55,Male,Sandals,Footwear,$97.00,Minnesota,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,$456.00,$12.29,$553.00,25,2,214,0.93%,79,2.53%
211,45,Male,Jacket,Outerwear,$22.00,Vermont,L,Teal,Fall,3,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,$449.00,$67.29,$471.00,43,1,324,0.31%,155,0.65%
212,69,Male,Skirt,Clothing,$92.00,South Dakota,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,$377.00,$10.20,$469.00,20,0,308,0.00%,132,0.00%
213,67,Male,Handbag,Accessories,$84.00,Virginia,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,$573.00,$82.13,$657.00,49,0,292,0.00%,113,0.00%
214,30,Male,Handbag,Accessories,$93.00,Nevada,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,$527.00,$51.67,$620.00,75,1,195,0.51%,50,2.00%
215,24,Male,Jacket,Outerwear,$50.00,Hawaii,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,$60.00,$2.62,$110.00,14,1,257,0.39%,75,1.33%
216,62,Male,Scarf,Accessories,$64.00,New Jersey,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,$381.00,$17.80,$445.00,11,2,166,1.20%,79,2.53%
217,43,Male,Shorts,Clothing,$61.00,Massachusetts,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,$387.00,$20.36,$448.00,84,1,304,0.33%,193,0.52%
218,35,Male,Sunglasses,Accessories,$48.00,Oklahoma,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,$66.00,$4.56,$114.00,36,0,165,0.00%,88,0.00%
219,28,Male,T-shirt,Clothing,$45.00,California,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,$268.00,$34.78,$313.00,82,0,339,0.00%,133,0.00%
220,32,Male,Belt,Accessories,$88.00,Nevada,M,Cyan,Spring,3,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,$160.00,$19.08,$248.00,74,2,272,0.74%,62,3.23%
221,39,Male,Sneakers,Footwear,$57.00,Arizona,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,$528.00,$11.94,$585.00,95,2,194,1.03%,198,1.01%
222,28,Male,Hat,Accessories,$68.00,North Carolina,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,$221.00,$41.29,$289.00,91,0,181,0.00%,71,0.00%
223,47,Male,Gloves,Accessories,$94.00,New York,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,$246.00,$22.67,$340.00,38,0,279,0.00%,191,0.00%
224,20,Male,Pants,Clothing,$41.00,Wyoming,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,$382.00,$12.09,$423.00,42,0,201,0.00%,108,0.00%
225,63,Male,Socks,Clothing,$83.00,South Dakota,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,$216.00,$23.00,$299.00,58,2,330,0.61%,55,3.64%
226,25,Male,Jacket,Outerwear,$22.00,Arkansas,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,$324.00,$28.83,$346.00,90,2,155,1.29%,43,4.65%
227,29,Male,Shoes,Footwear,$74.00,Texas,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,$337.00,$68.50,$411.00,19,0,348,0.00%,102,0.00%
228,50,Male,Jeans,Clothing,$90.00,Rhode Island,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,$373.00,$17.81,$463.00,95,0,325,0.00%,8,0.00%
229,18,Male,Socks,Clothing,$79.00,New Hampshire,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,$256.00,$27.92,$335.00,64,2,197,1.02%,86,2.33%
230,70,Male,Sandals,Footwear,$28.00,Ohio,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,$328.00,$12.71,$356.00,49,1,216,0.46%,37,2.70%
231,66,Male,Scarf,Accessories,$88.00,Utah,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,$470.00,$12.68,$558.00,87,0,242,0.00%,127,0.00%
232,28,Male,Blouse,Clothing,$26.00,Tennessee,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,$315.00,$17.95,$341.00,29,1,335,0.30%,184,0.54%
233,54,Male,Jewelry,Accessories,$27.00,Hawaii,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,$234.00,$7.91,$261.00,25,2,322,0.62%,84,2.38%
234,19,Male,Sweater,Clothing,$83.00,Arizona,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,$176.00,$9.25,$259.00,55,1,289,0.35%,193,0.52%
235,20,Male,Gloves,Accessories,$39.00,South Dakota,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,$236.00,$11.00,$275.00,43,1,298,0.34%,152,0.66%
236,43,Male,Sunglasses,Accessories,$89.00,New Jersey,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,$379.00,$14.63,$468.00,32,0,296,0.00%,73,0.00%
237,38,Male,Coat,Outerwear,$68.00,North Dakota,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,$135.00,$5.08,$203.00,52,2,286,0.70%,174,1.15%
238,50,Male,Dress,Clothing,$90.00,Iowa,M,Beige,Summer,3,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,$231.00,$8.68,$321.00,84,0,150,0.00%,74,0.00%
239,64,Male,Skirt,Clothing,$34.00,Ohio,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,$22.00,$9.33,$56.00,68,2,272,0.74%,151,1.32%
240,49,Male,Pants,Clothing,$51.00,Vermont,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,$498.00,$11.44,$549.00,39,1,274,0.36%,161,0.62%
241,47,Male,Sweater,Clothing,$45.00,Montana,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,$294.00,$11.30,$339.00,67,0,191,0.00%,116,0.00%
242,36,Male,Hoodie,Clothing,$88.00,Delaware,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,$524.00,$13.91,$612.00,46,1,238,0.42%,107,0.93%
